time, instructions, freed, alive, gc_latency (us)
5840271, 1270983, 1275800, 3938771, 2257246
5850271, 1274472, 1279292, 3938771, 2219658
5860271, 1305224, 1323680, 3938771, 2336473
5870271, 1261855, 1266638, 3938770, 2272907
5880271, 1272795, 1277611, 3938771, 2245053
5890271, 1292827, 1311238, 3938770, 2346689
5900271, 1256656, 1261420, 3938770, 2312634
5910271, 1256407, 1261162, 3938771, 2214240
5920271, 1300687, 1319125, 3938770, 2386510
5930271, 1257073, 1261837, 3938771, 2252831
5940271, 1281935, 1286785, 3938770, 2281211
5950271, 1285376, 1303759, 3938770, 2376247
5960271, 1261729, 1266512, 3938771, 2258902
5970271, 1268450, 1273247, 3938771, 2248138
5980271, 1302254, 1320700, 3938771, 2336008
5990271, 1276362, 1281199, 3938771, 2235337
6000271, 1296630, 1301532, 3938771, 2244802
6010271, 1297743, 1316176, 3938770, 2343603
6020271, 1262106, 1266888, 3938770, 2242594
6030271, 1259674, 1264440, 3938770, 2309140
6040271, 1275697, 1294043, 3938771, 2331884
6050271, 1275485, 1280320, 3938770, 2255160
6060271, 1288969, 1293842, 3938771, 2237813
6070271, 1299867, 1318305, 3938770, 2347186
6080271, 1264830, 1269624, 3938770, 2252025
6090271, 1261685, 1266458, 3938771, 2285137
6100271, 1286452, 1304839, 3938771, 2333755
6110271, 1269649, 1274462, 3938770, 2259580
6120271, 1278757, 1283593, 3938771, 2275951
6130271, 1286603, 1304992, 3938770, 2332030
6140271, 1255828, 1260588, 3938770, 2316327
6150271, 1245250, 1249960, 3938770, 2241958
6160271, 1289726, 1308127, 3938770, 2345970
6170271, 1250223, 1254962, 3938771, 2306081
6180271, 1261730, 1266501, 3938771, 2249492
6190271, 1293918, 1312333, 3938771, 2353560
6200271, 1268277, 1273086, 3938770, 2246704
6210271, 1274211, 1279030, 3938771, 2236341
6220271, 1307378, 1325841, 3938771, 2339657
6230271, 1283035, 1287901, 3938770, 2239775
6240271, 1304689, 1309621, 3938771, 2235245
6250271, 1309530, 1328002, 3938771, 2332702
6260271, 1277683, 1282527, 3938770, 2251466
6270271, 1279191, 1284026, 3938771, 2238703
6280271, 1281132, 1299502, 3938772, 2389862
6290271, 1241200, 1245905, 3938772, 2234722
6300271, 1270136, 1274943, 3938772, 2284694
6310271, 1277271, 1362610, 3885840, 2359569
6320271, 1251506, 1251509, 3890582, 2243168
6330271, 1267922, 1267924, 3895376, 2213922
6340271, 1320626, 1309746, 3938771, 2295406
6350271, 1290928, 1295818, 3938771, 2252175
6360271, 1302676, 1307603, 3938771, 2223697
6370271, 1310519, 1328998, 3938770, 2312450
6380271, 1260779, 1265559, 3938771, 2315084
6390271, 1250791, 1255518, 3938770, 2212215
6400271, 1299341, 1317779, 3938771, 2339663
6410271, 1251860, 1256607, 3938771, 2268248
6420271, 1269242, 1274037, 3938771, 2254537
6430271, 1291140, 1309549, 3938771, 2338398
6440271, 1268280, 1273086, 3938771, 2242846
6450271, 1270417, 1275221, 3938770, 2231892
6460271, 1304591, 1323051, 3938771, 2309819
6470271, 1262064, 1266847, 3938771, 2304034
6480271, 1271632, 1276436, 3938771, 2233120
6490271, 1309464, 1327941, 3938771, 2331538
6500271, 1269506, 1274320, 3938771, 2269705
6510271, 1267290, 1272081, 3938771, 2258161
6520271, 1281839, 1300213, 3938770, 2352345
6530271, 1253203, 1257948, 3938771, 2261514
6540271, 1275764, 1280589, 3938771, 2226316
6550271, 1309348, 1327826, 3938771, 2343575
6560271, 1279468, 1284316, 3938771, 2230949
6570271, 1283430, 1288285, 3938771, 2283870
6580271, 1287692, 1306082, 3938771, 2369777
6590271, 1249743, 1254483, 3938770, 2319054
6600271, 1264154, 1268930, 3938770, 2262410
6610271, 1271421, 1289755, 3938771, 2402045
6620271, 1242132, 1246842, 3938771, 2230042
6630271, 1269478, 1274280, 3938771, 2227018
6640271, 1304300, 1322754, 3938771, 2356445
6650271, 1262004, 1266786, 3938771, 2290932
6660271, 1283247, 1288102, 3938770, 2238359
6670271, 1307262, 1325728, 3938770, 2342439
6680271, 1262549, 1267331, 3938771, 2269608
6690271, 1252982, 1257725, 3938771, 2303805
6700271, 1271133, 1289461, 3938770, 2348636
6710271, 1264429, 1269224, 3938771, 2236796
6720271, 1287892, 1292761, 3938771, 2244879
6730271, 1284178, 1302556, 3938771, 2355050
6740271, 1250099, 1254839, 3938770, 2261568
6750271, 1259702, 1264467, 3938770, 2226865
6760271, 1309940, 1328415, 3938770, 2333496
6770271, 1284905, 1289774, 3938771, 2252234
6780271, 1297941, 1302849, 3938770, 2258139
6790271, 1304267, 1322722, 3938771, 2308796
6800271, 1280613, 1285468, 3938770, 2269531
6810271, 1264463, 1269240, 3938771, 2285935
6820271, 1284631, 1303016, 3938770, 2325716
6830271, 1259600, 1264373, 3938770, 2305668
6840271, 1266911, 1271704, 3938771, 2259416
6850271, 1289014, 1307412, 3938771, 2324816
6860271, 1271435, 1276252, 3938770, 2251327
6870271, 1274326, 1279147, 3938770, 2222564
6880271, 1302807, 1321254, 3938771, 2331352
6890271, 1266476, 1271276, 3938771, 2237773
6900271, 1284953, 1289811, 3938770, 2241460
6910271, 1291232, 1309642, 3938770, 2333496
6920271, 1249557, 1254290, 3938771, 2301969
6930271, 1249875, 1254607, 3938770, 2218577
6940271, 1303533, 1321983, 3938771, 2261237
6950271, 1283964, 1288828, 3938771, 2260780
6960271, 1286063, 1290925, 3938770, 2249122
6970271, 1299509, 1317949, 3938771, 2336303
6980271, 1269003, 1273814, 3938770, 2239981
6990271, 1266430, 1271216, 3938770, 2280681
7000271, 1295108, 1313531, 3938770, 2308113
7010271, 1289885, 1294774, 3938771, 2240742
7020271, 1301300, 1306223, 3938771, 2238521
7030271, 1301932, 1320374, 3938771, 2323826
7040271, 1273062, 1277887, 3938771, 2228955
7050271, 1283953, 1288815, 3938770, 2212016
7060271, 1284809, 1303181, 3938772, 2318336
7070271, 1247279, 1252012, 3938771, 2245145
7080271, 1263515, 1268294, 3938772, 2251554
7090271, 1277015, 1362039, 3886153, 2367393
7100271, 1236668, 1236671, 3890842, 2259932
7110271, 1253174, 1253177, 3895573, 2231998
7120271, 1296909, 1286143, 3938770, 2270755
7130271, 1278418, 1283264, 3938770, 2273765
7140271, 1279001, 1283835, 3938771, 2253883
7150271, 1290188, 1308592, 3938771, 2283023
7160271, 1272284, 1277106, 3938771, 2234316
7170271, 1280464, 1285305, 3938771, 2215167
7180271, 1299724, 1318161, 3938771, 2286091
7190271, 1263640, 1268432, 3938771, 2239524
7200271, 1278802, 1283639, 3938771, 2264110
7210271, 1275378, 1293721, 3938771, 2270560
7220271, 1256027, 1260791, 3938770, 2266523
7230271, 1258841, 1263597, 3938771, 2210837
7240271, 1300622, 1319066, 3938771, 2277596
7250271, 1262774, 1267560, 3938771, 2268668
7260271, 1280329, 1285169, 3938770, 2238144
7270271, 1298303, 1316739, 3938771, 2267473
7280271, 1257457, 1262223, 3938770, 2283633
7290271, 1257361, 1262115, 3938771, 2261320
7300271, 1286604, 1304992, 3938771, 2258997
7310271, 1270385, 1275201, 3938770, 2248402
7320271, 1282480, 1287327, 3938770, 2259305
7330271, 1293046, 1311463, 3938770, 2258579
7340271, 1261380, 1266159, 3938770, 2318603
7350271, 1254666, 1259414, 3938770, 2214552
7360271, 1305749, 1324207, 3938771, 2266916
7370271, 1265363, 1270160, 3938770, 2244948
7380271, 1286096, 1290958, 3938769, 2240923
7390271, 1296751, 1315177, 3938771, 2267845
7400271, 1267068, 1271872, 3938771, 2259922
7410271, 1270272, 1275073, 3938771, 2236514
7420271, 1289236, 1307638, 3938771, 2315851
7430271, 1248340, 1253070, 3938771, 2245193
7440271, 1280530, 1285373, 3938771, 2260473
7450271, 1285558, 1303942, 3938771, 2256063
7460271, 1269579, 1274392, 3938770, 2245008
7470271, 1274184, 1279003, 3938770, 2243727
7480271, 1296995, 1315422, 3938771, 2308229
7490271, 1264331, 1269124, 3938770, 2247149
7500271, 1294429, 1299320, 3938771, 2233467
7510271, 1296538, 1314968, 3938771, 2258719
7520271, 1257631, 1262398, 3938770, 2247415
7530271, 1263906, 1268685, 3938770, 2231590
7540271, 1293149, 1311562, 3938771, 2273781
7550271, 1261606, 1266387, 3938771, 2241115
7560271, 1288873, 1293746, 3938770, 2225597
7570271, 1298191, 1316627, 3938771, 2271571
7580271, 1262874, 1267660, 3938771, 2238329
7590271, 1274825, 1279643, 3938770, 2236117
7600271, 1296981, 1315412, 3938771, 2273487
7610271, 1263795, 1268586, 3938770, 2243443
7620271, 1289135, 1294008, 3938771, 2246504
7630271, 1295338, 1313759, 3938771, 2240644
7640271, 1266204, 1271004, 3938771, 2296381
7650271, 1255563, 1260309, 3938770, 2259287
7660271, 1306274, 1324738, 3938770, 2230322
7670271, 1281924, 1286785, 3938770, 2292981
7680271, 1285029, 1289890, 3938771, 2231563
7690271, 1305730, 1324185, 3938771, 2260136
7700271, 1274422, 1279254, 3938771, 2243024
7710271, 1281086, 1285935, 3938771, 2226756
7720271, 1302543, 1320986, 3938770, 2243912
7730271, 1266969, 1271772, 3938771, 2304616
7740271, 1269172, 1273978, 3938771, 2252670
7750271, 1295714, 1314128, 3938771, 2238609
7760271, 1271702, 1276523, 3938771, 2287858
7770271, 1268228, 1273033, 3938771, 2224493
7780271, 1285466, 1303839, 3938771, 2306132
7790271, 1235042, 1239729, 3938771, 2291485
7800271, 1269551, 1274356, 3938770, 2229762
7810271, 1298464, 1316891, 3938770, 2266327
7820271, 1265436, 1270236, 3938770, 2244696
7830271, 1279664, 1284506, 3938770, 2212685
7840271, 1292793, 1311198, 3938772, 2269591
7850271, 1252349, 1257100, 3938771, 2257280
7860271, 1262691, 1267465, 3938772, 2285738
7870271, 1284623, 1369694, 3886138, 2272717
7880271, 1257987, 1257991, 3890903, 2238394
7890271, 1272980, 1272983, 3895715, 2222265
7900271, 1299093, 1288470, 3938771, 2246432
7910271, 1267294, 1272099, 3938771, 2253379
7920271, 1284630, 1289491, 3938771, 2254333
7930271, 1289567, 1307963, 3938770, 2248557
7940271, 1269404, 1274217, 3938770, 2235867
7950271, 1272633, 1277447, 3938771, 2243500
7960271, 1294851, 1313266, 3938770, 2264846
7970271, 1264803, 1269599, 3938771, 2257928
7980271, 1283794, 1288653, 3938771, 2257852
7990271, 1287483, 1305869, 3938770, 2257571
8000271, 1268538, 1273349, 3938770, 2243405
8010271, 1266426, 1271218, 3938770, 2281272
8020271, 1278021, 1296372, 3938771, 2287313
8030271, 1256455, 1261220, 3938770, 2258318
8040271, 1282281, 1287130, 3938771, 2250286
8050271, 1285792, 1304176, 3938771, 2254557
8060271, 1261068, 1265847, 3938771, 2231453
8070271, 1266098, 1270885, 3938771, 2237110
8080271, 1300744, 1319185, 3938771, 2258705
8090271, 1268391, 1273203, 3938770, 2261794
8100271, 1284477, 1289334, 3938771, 2249501
8110271, 1283428, 1301803, 3938771, 2264590
8120271, 1247879, 1252611, 3938770, 2275230
8130271, 1253539, 1258276, 3938771, 2231513
8140271, 1278061, 1296420, 3938770, 2324290
8150271, 1244358, 1249075, 3938770, 2245285
8160271, 1283349, 1288205, 3938771, 2241765
8170271, 1300212, 1318649, 3938771, 2248472
8180271, 1269982, 1274794, 3938771, 2262696
8190271, 1265654, 1270443, 3938771, 2251026
8200271, 1287227, 1305617, 3938770, 2298690
8210271, 1252183, 1256929, 3938771, 2259386
8220271, 1281596, 1286444, 3938771, 2247461
8230271, 1296895, 1315321, 3938770, 2264128
8240271, 1253520, 1258272, 3938770, 2300544
8250271, 1247891, 1252611, 3938771, 2284358
8260271, 1280417, 1298780, 3938770, 2304322
8270271, 1257756, 1262525, 3938770, 2255887
8280271, 1291059, 1295942, 3938771, 2231049
8290271, 1295149, 1313568, 3938770, 2307411
8300271, 1252382, 1257132, 3938770, 2238934
8310271, 1265265, 1270049, 3938771, 2272263
8320271, 1288713, 1307110, 3938770, 2303017
8330271, 1271066, 1275883, 3938770, 2234839
8340271, 1305985, 1310923, 3938771, 2230976
8350271, 1310120, 1328596, 3938771, 2251320
8360271, 1273100, 1277925, 3938771, 2249281
8370271, 1274594, 1279416, 3938771, 2234345
8380271, 1309739, 1328213, 3938770, 2247692
8390271, 1284004, 1288868, 3938770, 2244837
8400271, 1302307, 1307233, 3938771, 2235334
8410271, 1301818, 1320263, 3938771, 2234747
8420271, 1266802, 1271605, 3938771, 2252980
8430271, 1270895, 1275703, 3938770, 2225436
8440271, 1294655, 1313071, 3938771, 2260028
8450271, 1262300, 1267086, 3938771, 2245561
8460271, 1284818, 1289678, 3938771, 2229069
8470271, 1292320, 1310728, 3938771, 2255415
8480271, 1263930, 1268721, 3938771, 2228556
8490271, 1274233, 1279054, 3938770, 2224165
8500271, 1311985, 1330465, 3938771, 2239267
8510271, 1270186, 1275002, 3938771, 2311435
8520271, 1267455, 1272252, 3938770, 2287993
8530271, 1275155, 1293495, 3938771, 2254405
8540271, 1260792, 1265573, 3938771, 2232774
8550271, 1274241, 1279060, 3938770, 2214992
8560271, 1293593, 1312006, 3938771, 2315957
8570271, 1242394, 1247105, 3938771, 2293366
8580271, 1274997, 1279816, 3938770, 2220120
8590271, 1301173, 1319617, 3938771, 2262651
8600271, 1260340, 1265120, 3938771, 2243530
8610271, 1271251, 1276055, 3938770, 2227411
8620271, 1281177, 1299544, 3938772, 2255842
8630271, 1237681, 1242375, 3938771, 2297633
8640271, 1250209, 1254942, 3938772, 2255285
8650271, 1285251, 1370636, 3885823, 2292274
8660271, 1247966, 1247969, 3890553, 2230900
8670271, 1275035, 1275038, 3895371, 2204432
8680271, 1290325, 1279326, 3938771, 2292244
8690271, 1245647, 1250372, 3938770, 2251884
8700271, 1273727, 1278543, 3938771, 2240573
8710271, 1290779, 1309181, 3938770, 2280072
8720271, 1256153, 1260915, 3938771, 2277730
8730271, 1260670, 1265441, 3938771, 2258387
8740271, 1295747, 1314168, 3938770, 2261437
8750271, 1269721, 1274532, 3938771, 2266265
8760271, 1272928, 1277743, 3938771, 2307782
8770271, 1279452, 1297815, 3938771, 2264540
8780271, 1267029, 1271829, 3938770, 2253607
8790271, 1273473, 1278293, 3938771, 2231588
8800271, 1295665, 1314086, 3938770, 2273924
8810271, 1261657, 1266435, 3938771, 2253833
8820271, 1282788, 1287643, 3938771, 2248289
8830271, 1297018, 1315444, 3938771, 2258697
8840271, 1258229, 1262998, 3938770, 2292940
8850271, 1250425, 1255156, 3938771, 2287376
8860271, 1290698, 1309104, 3938771, 2257285
8870271, 1274690, 1279514, 3938771, 2311364
8880271, 1279766, 1284609, 3938771, 2236892
8890271, 1296062, 1314487, 3938771, 2315349
8900271, 1250252, 1254988, 3938771, 2248649
8910271, 1279260, 1284100, 3938771, 2211396
8920271, 1307159, 1325627, 3938770, 2254017
8930271, 1272407, 1277227, 3938771, 2240513
8940271, 1282380, 1287231, 3938771, 2280734
8950271, 1287040, 1305430, 3938771, 2297122
8960271, 1267336, 1272138, 3938771, 2255255
8970271, 1282903, 1287757, 3938770, 2213635
8980271, 1317555, 1336057, 3938771, 2245727
8990271, 1268957, 1273770, 3938770, 2308036
9000271, 1277680, 1282512, 3938770, 2224604
9010271, 1307407, 1325870, 3938771, 2268551
9020271, 1260340, 1265118, 3938771, 2245020
9030271, 1275374, 1280201, 3938771, 2219523
9040271, 1299652, 1318085, 3938771, 2266269
9050271, 1259365, 1264141, 3938770, 2265159
9060271, 1280098, 1284940, 3938770, 2238245
9070271, 1296156, 1314578, 3938770, 2307401
9080271, 1258115, 1262883, 3938771, 2240285
9090271, 1284876, 1289737, 3938771, 2243739
9100271, 1306625, 1325086, 3938770, 2259155
9110271, 1279887, 1284736, 3938771, 2255683
9120271, 1296747, 1301652, 3938770, 2233833
9130271, 1297361, 1315789, 3938771, 2252681
9140271, 1260632, 1265413, 3938771, 2259773
9150271, 1264355, 1269133, 3938770, 2216196
9160271, 1296699, 1315129, 3938771, 2269071
9170271, 1262196, 1266979, 3938771, 2232350
9180271, 1290101, 1294980, 3938770, 2233434
9190271, 1293831, 1312245, 3938771, 2297197
9200271, 1256642, 1261408, 3938771, 2222025
9210271, 1282980, 1287831, 3938771, 2237067
9220271, 1290775, 1309178, 3938770, 2262741
9230271, 1261183, 1265965, 3938771, 2254247
9240271, 1285714, 1290576, 3938771, 2225169
9250271, 1295808, 1314230, 3938771, 2305279
9260271, 1237398, 1242090, 3938771, 2313887
9270271, 1243093, 1247795, 3938770, 2294661
9280271, 1267981, 1286298, 3938771, 2269702
9290271, 1257558, 1262327, 3938771, 2249037
9300271, 1279319, 1284161, 3938770, 2228243
9310271, 1286434, 1304815, 3938770, 2314878
9320271, 1231266, 1235937, 3938770, 2300526
9330271, 1252990, 1257730, 3938770, 2231598
9340271, 1298193, 1316623, 3938771, 2267158
9350271, 1273042, 1277866, 3938771, 2240359
9360271, 1293535, 1298428, 3938770, 2242284
9370271, 1303802, 1322254, 3938770, 2252007
9380271, 1278566, 1283414, 3938770, 2248059
9390271, 1283229, 1288082, 3938771, 2238763
9400271, 1294590, 1313004, 3938772, 2228269
9410271, 1262361, 1267147, 3938771, 2245917
9420271, 1271633, 1276446, 3938772, 2238754
9430271, 1301431, 1386822, 3885879, 2252490
9440271, 1264816, 1264819, 3890669, 2240908
9450271, 1277691, 1277694, 3895498, 2220919
9460271, 1305616, 1294802, 3938770, 2277952
9470271, 1273146, 1277970, 3938770, 2260451
9480271, 1293268, 1298158, 3938770, 2240012
9490271, 1295242, 1313667, 3938770, 2256953
9500271, 1251577, 1256318, 3938771, 2250219
9510271, 1261285, 1266056, 3938770, 2250938
9520271, 1283719, 1302096, 3938771, 2259317
9530271, 1251512, 1256257, 3938771, 2324466
9540271, 1256665, 1261424, 3938770, 2256617
9550271, 1293381, 1311789, 3938771, 2257279
9560271, 1268765, 1273576, 3938770, 2251097
9570271, 1277026, 1281856, 3938770, 2219655
9580271, 1298955, 1317387, 3938771, 2256289
9590271, 1259698, 1264474, 3938771, 2259768
9600271, 1276471, 1281300, 3938770, 2230117
9610271, 1302952, 1321400, 3938770, 2265767
9620271, 1260343, 1265119, 3938771, 2307356
9630271, 1255961, 1260718, 3938770, 2266032
9640271, 1291495, 1309894, 3938771, 2244520
9650271, 1270739, 1275558, 3938770, 2249050
9660271, 1285578, 1290443, 3938770, 2240170
9670271, 1288083, 1306472, 3938771, 2283997
9680271, 1249223, 1253962, 3938770, 2225310
9690271, 1271456, 1276263, 3938770, 2238983
9700271, 1298682, 1317114, 3938770, 2255202
9710271, 1272177, 1276999, 3938771, 2265257
9720271, 1287436, 1292307, 3938771, 2234281
9730271, 1292673, 1311082, 3938770, 2311215
9740271, 1241135, 1245841, 3938771, 2261099
9750271, 1266094, 1270881, 3938771, 2226119
9760271, 1300949, 1319391, 3938770, 2264602
9770271, 1272888, 1277714, 3938770, 2264591
9780271, 1286616, 1291484, 3938770, 2240966
9790271, 1302882, 1321329, 3938770, 2267430
9800271, 1268048, 1272853, 3938770, 2239940
9810271, 1277259, 1282090, 3938771, 2283154
9820271, 1262692, 1280989, 3938771, 2318571
9830271, 1242280, 1246992, 3938771, 2233653
9840271, 1279599, 1284438, 3938770, 2265580
9850271, 1286860, 1305248, 3938770, 2258920
9860271, 1261301, 1266083, 3938771, 2259786
9870271, 1267200, 1271991, 3938771, 2231956
9880271, 1296071, 1314494, 3938770, 2265889
9890271, 1270406, 1275223, 3938770, 2246759
9900271, 1288775, 1293648, 3938771, 2243088
9910271, 1296497, 1314922, 3938770, 2254854
9920271, 1261075, 1265854, 3938771, 2269067
9930271, 1262467, 1267244, 3938770, 2239930
9940271, 1300481, 1318920, 3938771, 2256739
9950271, 1271954, 1276776, 3938771, 2308069
9960271, 1272660, 1277473, 3938771, 2239992
9970271, 1286988, 1305376, 3938771, 2305931
9980271, 1106461, 1110661, 3938770, 2248300
9990271, 1218702, 1223307, 3938770, 2260866
10000271, 1252220, 1270483, 3938770, 2357537
10010271, 1264226, 1269018, 3938770, 2247131
10020271, 1280369, 1285206, 3938771, 2355501
10030271, 1268662, 1286988, 3938771, 2272128
10040271, 1269350, 1274161, 3938771, 2296460
10050271, 1284702, 1289554, 3938771, 2309150
10060271, 1292089, 1310504, 3938770, 2255692
10070271, 1272406, 1277230, 3938770, 2217189
10080271, 1305077, 1310006, 3938771, 2338899
10090271, 1279293, 1297651, 3938770, 2271216
10100271, 1285761, 1290642, 3938771, 2237968
10110271, 1302030, 1306953, 3938771, 2321419
10120271, 1285163, 1303538, 3938770, 2267384
10130271, 1262127, 1266921, 3938771, 2239818
10140271, 1287966, 1292834, 3938771, 2384799
10150271, 1264538, 1282835, 3938771, 2264551
10160271, 1275327, 1280173, 3938770, 2289558
10170271, 1288933, 1293803, 3938771, 2304764
10180271, 1278084, 1296431, 3938772, 2276022
10190271, 1242777, 1247498, 3938771, 2235272
10200271, 1283734, 1288583, 3938771, 2311649
10210271, 1279989, 1366268, 3884910, 2280678
10220271, 1272646, 1272648, 3889743, 2218108
10230271, 1299927, 1299929, 3894653, 2319482
10240271, 1283787, 1272038, 3938770, 2240948
10250271, 1274149, 1278986, 3938771, 2248459
10260271, 1294752, 1299647, 3938771, 2326614
10270271, 1283578, 1301951, 3938771, 2262204
10280271, 1282024, 1286893, 3938771, 2225777
10290271, 1300429, 1305338, 3938770, 2335606
10300271, 1276228, 1294580, 3938770, 2285213
10310271, 1262726, 1267517, 3938770, 2212961
10320271, 1308083, 1313024, 3938771, 2321185
10330271, 1269643, 1287968, 3938770, 2291829
10340271, 1267278, 1272082, 3938770, 2221910
10350271, 1301983, 1306907, 3938771, 2330568
10360271, 1278300, 1296656, 3938771, 2199973
10370271, 1273625, 1278451, 3938770, 2226642
10380271, 1297493, 1302399, 3938771, 2327409
10390271, 1278104, 1296464, 3938771, 2278883
10400271, 1275456, 1280283, 3938771, 2231119
10410271, 1293923, 1298822, 3938770, 2347269
10420271, 1271104, 1289436, 3938770, 2273112
10430271, 1260243, 1265012, 3938771, 2237485
10440271, 1295708, 1300611, 3938771, 2318843
10450271, 1290109, 1308516, 3938770, 2272483
10460271, 1291708, 1296600, 3938770, 2223803
10470271, 1309886, 1314842, 3938770, 2344989
10480271, 1277185, 1295537, 3938771, 2253716
10490271, 1261306, 1266086, 3938771, 2229278
10500271, 1292891, 1297783, 3938770, 2319789
10510271, 1283551, 1301925, 3938771, 2282421
10520271, 1275970, 1280808, 3938771, 2257455
10530271, 1281448, 1286293, 3938771, 2396083
10540271, 1253095, 1271360, 3938770, 2262284
10550271, 1254014, 1258763, 3938770, 2251365
10560271, 1284546, 1289405, 3938770, 2315997
10570271, 1281739, 1300113, 3938771, 2275503
10580271, 1275642, 1280471, 3938771, 2258268
10590271, 1289296, 1294175, 3938771, 2348587
10600271, 1272229, 1290565, 3938770, 2270054
10610271, 1262991, 1267774, 3938771, 2235937
10620271, 1297012, 1301920, 3938771, 2310364
10630271, 1280730, 1299095, 3938771, 2284326
10640271, 1261003, 1265780, 3938770, 2287923
10650271, 1279904, 1284747, 3938770, 2314672
10660271, 1279085, 1297449, 3938771, 2321156
10670271, 1246401, 1251118, 3938770, 2246472
10680271, 1292746, 1297640, 3938770, 2333943
10690271, 1279241, 1297603, 3938771, 2280777
10700271, 1272784, 1277599, 3938771, 2247228
10710271, 1288361, 1293238, 3938770, 2363127
10720271, 1260682, 1278973, 3938770, 2279855
10730271, 1240037, 1244733, 3938771, 2275616
10740271, 1271864, 1276676, 3938771, 2307467
10750271, 1279069, 1297431, 3938770, 2285856
10760271, 1274643, 1279469, 3938771, 2221628
10770271, 1301461, 1306386, 3938770, 2343764
10780271, 1280391, 1298758, 3938771, 2259206
10790271, 1276355, 1281186, 3938770, 2227791
10800271, 1299478, 1304400, 3938770, 2372113
10810271, 1266663, 1284974, 3938771, 2270697
10820271, 1272982, 1277802, 3938771, 2236510
10830271, 1292564, 1297458, 3938771, 2326336
10840271, 1275100, 1293444, 3938771, 2274374
10850271, 1255260, 1260011, 3938771, 2229002
10860271, 1293966, 1298864, 3938771, 2310924
10870271, 1284292, 1302675, 3938771, 2262329
10880271, 1292511, 1297406, 3938770, 2231766
10890271, 1296174, 1301079, 3938770, 2376218
10900271, 1266154, 1284470, 3938770, 2269219
10910271, 1258951, 1263713, 3938771, 2217438
10920271, 1287522, 1292395, 3938771, 2373739
10930271, 1259915, 1278204, 3938770, 2276676
10940271, 1273724, 1278548, 3938770, 2235921
10950271, 1291442, 1296330, 3938770, 2334159
10960271, 1259612, 1277897, 3938771, 2287961
10970271, 1236928, 1241614, 3938771, 2202031
10980271, 1284585, 1289443, 3938772, 2307771
10990271, 1261832, 1347714, 3885245, 2340664
11000271, 1250150, 1250153, 3889981, 2210208
11010271, 1296483, 1296484, 3894877, 2356828
11020271, 1261911, 1250315, 3938770, 2291885
11030271, 1259736, 1264517, 3938770, 2220388
11040271, 1302349, 1307264, 3938771, 2299985
11050271, 1287416, 1305811, 3938771, 2272214
11060271, 1277156, 1281996, 3938771, 2255218
11070271, 1282170, 1287020, 3938771, 2382725
11080271, 1255928, 1274199, 3938771, 2323767
11090271, 1246353, 1251082, 3938770, 2227922
11100271, 1289739, 1294613, 3938771, 2371129
11110271, 1265661, 1283964, 3938770, 2288554
11120271, 1276358, 1281206, 3938770, 2244838
11130271, 1298302, 1303206, 3938770, 2264416
11140271, 1287724, 1306118, 3938770, 2278934
11150271, 1263361, 1268156, 3938771, 2231376
11160271, 1301108, 1306018, 3938771, 2294797
11170271, 1281114, 1299484, 3938771, 2264610
11180271, 1288180, 1293060, 3938771, 2220913
11190271, 1303010, 1307940, 3938771, 2242537
11200271, 1268636, 1286961, 3938771, 2327577
11210271, 1238761, 1243455, 3938770, 2219819
11220271, 1294553, 1299446, 3938771, 2266319
11230271, 1277040, 1295394, 3938771, 2262062
11240271, 1280176, 1285024, 3938771, 2227732
11250271, 1299745, 1304665, 3938770, 2261901
11260271, 1282279, 1300652, 3938771, 2254745
11270271, 1279600, 1284444, 3938771, 2214801
11280271, 1308225, 1313178, 3938770, 2249418
11290271, 1295223, 1313645, 3938771, 2254219
11300271, 1295692, 1300602, 3938771, 2257535
11310271, 1297688, 1302595, 3938771, 2247547
11320271, 1281894, 1300262, 3938771, 2259655
11330271, 1260939, 1265722, 3938770, 2223934
11340271, 1281658, 1286504, 3938770, 2298223
11350271, 1272787, 1291122, 3938771, 2273648
11360271, 1289711, 1294598, 3938770, 2222976
11370271, 1311193, 1316153, 3938771, 2251053
11380271, 1282077, 1300447, 3938770, 2268376
11390271, 1265130, 1269926, 3938770, 2202254
11400271, 1303029, 1307954, 3938771, 2222518
11410271, 1277145, 1295500, 3938770, 2328426
11420271, 1261291, 1266070, 3938771, 2206716
11430271, 1301724, 1306644, 3938771, 2257927
11440271, 1279146, 1297507, 3938771, 2249712
11450271, 1264306, 1269099, 3938771, 2233437
11460271, 1292989, 1297877, 3938770, 2252213
11470271, 1284163, 1302544, 3938771, 2312218
11480271, 1271650, 1276468, 3938771, 2250420
11490271, 1299293, 1304208, 3938770, 2255621
11500271, 1272038, 1290373, 3938770, 2277578
11510271, 1249460, 1254195, 3938770, 2229874
11520271, 1286794, 1291659, 3938770, 2260131
11530271, 1266207, 1284521, 3938771, 2279912
11540271, 1263157, 1267945, 3938770, 2232512
11550271, 1289491, 1294365, 3938771, 2222890
11560271, 1287051, 1305442, 3938770, 2269789
11570271, 1256082, 1260845, 3938770, 2258327
11580271, 1286080, 1290942, 3938770, 2228184
11590271, 1287481, 1305873, 3938771, 2273605
11600271, 1275382, 1280214, 3938771, 2247161
11610271, 1294615, 1299510, 3938770, 2240246
11620271, 1283261, 1301638, 3938771, 2283960
11630271, 1255852, 1260612, 3938771, 2209965
11640271, 1296009, 1300908, 3938770, 2269509
11650271, 1262721, 1281021, 3938771, 2273129
