trial,hw_to_kernel,kernel_to_user,total
8974, 399, 3790, 5985
8975, 399, 3734, 5928
8976, 399, 3733, 5928
8977, 399, 3734, 5928
8978, 370, 3734, 5928
8979, 371, 3733, 5928
8980, 370, 3734, 5899
8981, 399, 3733, 5928
8982, 371, 3762, 5928
8983, 370, 3762, 5928
8984, 371, 3762, 5928
8985, 370, 3762, 5928
8986, 371, 3904, 6128
8987, 371, 3733, 5900
8988, 371, 3762, 5928
8989, 399, 3705, 5899
8990, 399, 3733, 5928
8991, 371, 3733, 5900
8992, 370, 3734, 5899
8993, 370, 3734, 5899
8994, 371, 3733, 5928
8995, 370, 3734, 5928
8996, 371, 3733, 5900
8997, 399, 3734, 5957
8998, 371, 3762, 5928
8999, 370, 3762, 5928
9000, 371, 3762, 5928
9001, 371, 3733, 5928
9002, 370, 3762, 5928
9003, 371, 3762, 5957
9004, 371, 3762, 5928
9005, 370, 3734, 5928
9006, 371, 3762, 5928
9007, 370, 3762, 5928
9008, 399, 3734, 5928
9009, 370, 3762, 5928
9010, 371, 3762, 5928
9011, 370, 3734, 5928
9012, 371, 4047, 6213
9013, 371, 3733, 5900
9014, 370, 3734, 5899
9015, 371, 4047, 6213
9016, 371, 3733, 5928
9017, 370, 3734, 5928
9018, 371, 3762, 5928
9019, 371, 4047, 6213
9020, 370, 3734, 5928
9021, 371, 3762, 5928
9022, 370, 3762, 5928
9023, 399, 3705, 5928
9024, 370, 3762, 5928
9025, 371, 3733, 5928
9026, 370, 3734, 5899
9027, 371, 3733, 5928
9028, 370, 3734, 5928
9029, 371, 3733, 5928
9030, 370, 3762, 5928
9031, 370, 3734, 5928
9032, 371, 3733, 5928
9033, 370, 3762, 5928
9034, 399, 3734, 5957
9035, 371, 3733, 5900
9036, 370, 3734, 5899
9037, 371, 3733, 5900
9038, 370, 3734, 5899
9039, 399, 3733, 5928
9040, 399, 3734, 5928
9041, 399, 3705, 5928
9042, 371, 3762, 5928
9043, 370, 3762, 5928
9044, 371, 3762, 5928
9045, 370, 3762, 5928
9046, 399, 3734, 5957
9047, 371, 3733, 5928
9048, 370, 3762, 5928
9049, 370, 3734, 5928
9050, 371, 3733, 5928
9051, 370, 3734, 5928
9052, 371, 3762, 5928
9053, 370, 3734, 5899
9054, 371, 3733, 5928
9055, 370, 3734, 5928
9056, 371, 3733, 5900
9057, 399, 3734, 5928
9058, 399, 3733, 5956
9059, 370, 3734, 5899
9060, 371, 3733, 5928
9061, 370, 3762, 5928
9062, 371, 3762, 5928
9063, 399, 3733, 5956
9064, 370, 3762, 5928
9065, 399, 3734, 5928
9066, 370, 3762, 5928
9067, 399, 3734, 5928
9068, 399, 3733, 5928
9069, 371, 3762, 5928
9070, 370, 3762, 5928
9071, 371, 3733, 5928
9072, 370, 3734, 5928
9073, 371, 3733, 5928
9074, 370, 3734, 5928
9075, 371, 3762, 5928
9076, 399, 3733, 5928
9077, 370, 3734, 5899
9078, 371, 3762, 5928
9079, 399, 3733, 5928
9080, 370, 3734, 5899
9081, 399, 3733, 5928
9082, 370, 3734, 5928
9083, 371, 3733, 5900
9084, 370, 3734, 5899
9085, 371, 3733, 5900
9086, 370, 3734, 5899
9087, 399, 3733, 5928
9088, 399, 3734, 5928
9089, 399, 3733, 5928
9090, 371, 3762, 5957
9091, 371, 3733, 5928
9092, 370, 3734, 5928
9093, 371, 3762, 5928
9094, 399, 3733, 5956
9095, 370, 3734, 5928
9096, 371, 3762, 5928
9097, 399, 3733, 5928
9098, 399, 3734, 5928
9099, 370, 3762, 5928
9100, 371, 3762, 5928
9101, 370, 3734, 5899
9102, 371, 3733, 5928
9103, 370, 3734, 5928
9104, 371, 3733, 5928
9105, 370, 3734, 5928
9106, 371, 3762, 5928
9107, 371, 3733, 5900
9108, 370, 3734, 5928
9109, 371, 3762, 5928
9110, 399, 3733, 5956
9111, 370, 3734, 5928
9112, 371, 3762, 5928
9113, 370, 3734, 5899
9114, 371, 3762, 5928
9115, 370, 3734, 5928
9116, 371, 3733, 5900
9117, 399, 3734, 5928
9118, 399, 3733, 5928
9119, 370, 3734, 5899
9120, 399, 3733, 5956
9121, 370, 3734, 5928
9122, 371, 3762, 5928
9123, 399, 3733, 5956
9124, 370, 3762, 5928
9125, 371, 3733, 5928
9126, 370, 3762, 5928
9127, 370, 3734, 5899
9128, 371, 3733, 5900
9129, 399, 3734, 5928
9130, 399, 3733, 5928
9131, 370, 3734, 5899
9132, 370, 3762, 5928
9133, 371, 3762, 5928
9134, 370, 3762, 5928
9135, 371, 3762, 5928
9136, 399, 3733, 5956
9137, 370, 3734, 5928
9138, 371, 3762, 5928
9139, 399, 3733, 5928
9140, 370, 3734, 5899
9141, 371, 3733, 5928
9142, 370, 3762, 5928
9143, 399, 3734, 5928
9144, 370, 3762, 5928
9145, 371, 3762, 5928
9146, 370, 3734, 5928
9147, 371, 3733, 5928
9148, 370, 3734, 5928
9149, 371, 3733, 5900
9150, 399, 3734, 5957
9151, 371, 3733, 5928
9152, 370, 3734, 5928
9153, 371, 3762, 5928
9154, 399, 3733, 5956
9155, 370, 3734, 5928
9156, 371, 3762, 5928
9157, 371, 3904, 6099
9158, 370, 3734, 5928
9159, 371, 3733, 5900
9160, 370, 3705, 5899
9161, 370, 3734, 5928
9162, 371, 3733, 5900
9163, 371, 3733, 5900
9164, 371, 3762, 5928
9165, 399, 3733, 5928
9166, 399, 3734, 5957
9167, 371, 3733, 5928
9168, 370, 3734, 5928
9169, 371, 3933, 6099
9170, 371, 3733, 5928
9171, 370, 3762, 5928
9172, 371, 3733, 5928
9173, 370, 3762, 5928
9174, 371, 3733, 5928
9175, 370, 3734, 5899
9176, 371, 3733, 5900
9177, 399, 3734, 5928
9178, 399, 3733, 5928
9179, 371, 3762, 5928
9180, 370, 3734, 5928
9181, 371, 3762, 5928
9182, 370, 3762, 5928
9183, 399, 3734, 5928
9184, 399, 3733, 5956
9185, 370, 3762, 5928
9186, 371, 3762, 5928
9187, 399, 3733, 5928
9188, 399, 3734, 5928
9189, 399, 3733, 5928
9190, 371, 3733, 5928
9191, 370, 3762, 5928
9192, 371, 3733, 5900
9193, 370, 3734, 5899
9194, 371, 3733, 5928
9195, 370, 3734, 5899
9196, 371, 3733, 5928
9197, 370, 3762, 5928
9198, 371, 3762, 5928
9199, 399, 3733, 5928
9200, 399, 3734, 5928
9201, 371, 3733, 5928
9202, 370, 3734, 5928
9203, 371, 3762, 5928
9204, 370, 3734, 5928
9205, 371, 3733, 5928
9206, 370, 3734, 5928
9207, 371, 3733, 5900
9208, 399, 3734, 5928
9209, 370, 3762, 5928
9210, 371, 3762, 5928
9211, 370, 4076, 6241
9212, 370, 3762, 5928
9213, 399, 3734, 5928
9214, 371, 3733, 5928
9215, 370, 4076, 6241
9216, 399, 3733, 5928
9217, 399, 3734, 5928
9218, 371, 3733, 5928
9219, 370, 3734, 5899
9220, 371, 4047, 6213
9221, 399, 3733, 5928
9222, 370, 3734, 5899
9223, 399, 3733, 5928
9224, 371, 3733, 5928
9225, 370, 3734, 5928
9226, 371, 3733, 5928
9227, 370, 3762, 5928
9228, 371, 3762, 5928
9229, 399, 3733, 5928
9230, 370, 3734, 5928
9231, 371, 3762, 5928
9232, 370, 3762, 5928
9233, 399, 3734, 5928
9234, 371, 3733, 5900
9235, 370, 3734, 5899
9236, 370, 3762, 5928
9237, 371, 3762, 5928
9238, 370, 3734, 5928
9239, 371, 3733, 5900
9240, 370, 3734, 5899
9241, 371, 3733, 5928
9242, 370, 3734, 5928
9243, 371, 3762, 5928
9244, 370, 3762, 5928
9245, 399, 3734, 5957
9246, 371, 3733, 5928
9247, 370, 3762, 5928
9248, 371, 3762, 5928
9249, 399, 3733, 5928
9250, 399, 3734, 5928
9251, 370, 3762, 5928
9252, 371, 3733, 5928
9253, 370, 3734, 5899
9254, 371, 3733, 5900
9255, 370, 3734, 5899
9256, 399, 3733, 5928
9257, 399, 3734, 5928
9258, 371, 3733, 5928
9259, 370, 3762, 5928
9260, 371, 3762, 5928
9261, 399, 3733, 5956
9262, 370, 3734, 5928
9263, 371, 3762, 5928
9264, 370, 3734, 5928
9265, 371, 3762, 5928
9266, 370, 3734, 5928
9267, 371, 3733, 5928
9268, 370, 3734, 5899
9269, 399, 3733, 5928
9270, 399, 3734, 5928
9271, 399, 3733, 5928
9272, 371, 3762, 5928
9273, 399, 3733, 5928
9274, 370, 3734, 5928
9275, 371, 3762, 5928
9276, 370, 3762, 5928
9277, 399, 3734, 5928
9278, 371, 3733, 5928
9279, 370, 3734, 5899
9280, 371, 3733, 5900
9281, 370, 3734, 5899
9282, 371, 3733, 5900
9283, 370, 3734, 5899
9284, 370, 3762, 5928
9285, 371, 3762, 5928
9286, 370, 3734, 5928
9287, 371, 3762, 5928
9288, 370, 3762, 5928
9289, 399, 3734, 5928
9290, 371, 3733, 5928
9291, 370, 3933, 6099
9292, 371, 3762, 5928
9293, 370, 3762, 5928
9294, 370, 3734, 5899
9295, 371, 3733, 5900
9296, 399, 3734, 5928
9297, 399, 3733, 5928
9298, 371, 3733, 5928
9299, 370, 3734, 5928
9300, 371, 3733, 5900
9301, 370, 3734, 5928
9302, 371, 3733, 5928
9303, 370, 3734, 5928
9304, 371, 3733, 5928
9305, 370, 3762, 5928
9306, 399, 3734, 5928
9307, 371, 3733, 5928
9308, 370, 4047, 6213
9309, 371, 3762, 5928
9310, 399, 4018, 6241
9311, 370, 3734, 5899
9312, 371, 4047, 6213
9313, 399, 4218, 6412
9314, 370, 3734, 5928
9315, 371, 3733, 6014
9316, 399, 3734, 5928
9317, 370, 4047, 6241
9318, 370, 4161, 6327
9319, 370, 3734, 5899
9320, 371, 3733, 5928
9321, 370, 4104, 6270
9322, 399, 4475, 7040
9323, 456, 4503, 7097
9324, 427, 4475, 7039
9325, 456, 4446, 7040
9326, 427, 4446, 7039
9327, 456, 4560, 7239
9328, 456, 4446, 7011
9329, 456, 4446, 7040
9330, 427, 4418, 6982
9331, 428, 4446, 7011
9332, 428, 4417, 6983
9333, 456, 4446, 7040
9334, 427, 4418, 6982
9335, 456, 4446, 7068
9336, 456, 4418, 7011
9337, 428, 4446, 7011
9338, 456, 4417, 7011
9339, 456, 4418, 7040
9340, 456, 4418, 7011
9341, 456, 6640, 9234
9342, 427, 4446, 7011
9343, 456, 4446, 7040
9344, 456, 4417, 7011
9345, 456, 4446, 7040
9346, 456, 4816, 7410
9347, 427, 4446, 7039
9348, 456, 4417, 7011
9349, 456, 4418, 7011
9350, 456, 4417, 7011
9351, 456, 4418, 7040
9352, 456, 4418, 7011
9353, 456, 4417, 7011
9354, 456, 4418, 7011
9355, 456, 4446, 7039
9356, 428, 4417, 6983
9357, 456, 4446, 7039
9358, 428, 4446, 7011
9359, 428, 4474, 7040
9360, 456, 4446, 7039
9361, 428, 4446, 7040
9362, 456, 4418, 7011
9363, 428, 4446, 7239
9364, 456, 4417, 7011
9365, 456, 4418, 7040
9366, 456, 4418, 7011
9367, 428, 4446, 7011
9368, 428, 4446, 7011
9369, 456, 4446, 7039
9370, 456, 4446, 7039
9371, 456, 4446, 7039
9372, 456, 4446, 7039
9373, 456, 4446, 7039
9374, 428, 4417, 6983
9375, 456, 4446, 7039
9376, 456, 4417, 7011
9377, 427, 4446, 7011
9378, 456, 4418, 7011
9379, 428, 4446, 7011
9380, 428, 4417, 6983
9381, 427, 4446, 7011
9382, 456, 4417, 7011
9383, 456, 4446, 7040
9384, 456, 4417, 7011
9385, 427, 4389, 6868
9386, 428, 4132, 6498
9387, 399, 3933, 6213
9388, 399, 3819, 6013
9389, 371, 3733, 5928
9390, 370, 3762, 5928
9391, 399, 3734, 5957
9392, 371, 3733, 5928
9393, 370, 3734, 5928
9394, 371, 3733, 5928
9395, 370, 3734, 5928
9396, 371, 3762, 5928
9397, 399, 4047, 6241
9398, 371, 3961, 6156
9399, 370, 3762, 5956
9400, 370, 3734, 5928
9401, 371, 3733, 5928
9402, 370, 3762, 5928
9403, 371, 3762, 5957
9404, 371, 3733, 5900
9405, 371, 3762, 5928
9406, 399, 3733, 5928
9407, 371, 3733, 5928
9408, 370, 3762, 5928
9409, 371, 3733, 5928
9410, 370, 3734, 5899
9411, 371, 3762, 5928
9412, 399, 3733, 5928
9413, 371, 3762, 5928
9414, 399, 3733, 5928
9415, 370, 3734, 5928
9416, 371, 3762, 5928
9417, 370, 3762, 5928
9418, 399, 3734, 5928
9419, 370, 3762, 5928
9420, 399, 3734, 5928
9421, 370, 3762, 5928
9422, 371, 3733, 5900
9423, 370, 3734, 5928
9424, 371, 3733, 5900
9425, 370, 3734, 5899
9426, 371, 3733, 5900
9427, 370, 3734, 5928
9428, 371, 3733, 5928
9429, 370, 3762, 5928
9430, 399, 3734, 5928
9431, 399, 3733, 5956
9432, 370, 3762, 5928
9433, 371, 3733, 5928
9434, 370, 3734, 5899
9435, 371, 3733, 5928
9436, 370, 3734, 5899
9437, 371, 3733, 5900
9438, 399, 3734, 5928
9439, 370, 3762, 5928
9440, 399, 3705, 5928
9441, 370, 3762, 5928
9442, 399, 3734, 5928
9443, 370, 3762, 5928
9444, 370, 3734, 5928
9445, 371, 3762, 5928
9446, 399, 3733, 5928
9447, 399, 3734, 5957
9448, 371, 3733, 5928
9449, 370, 3734, 5928
9450, 371, 3733, 5928
9451, 370, 3734, 5928
9452, 371, 3733, 5900
9453, 399, 3734, 5957
9454, 371, 3733, 5900
9455, 399, 3734, 5928
9456, 371, 3733, 5900
9457, 370, 3734, 5928
9458, 371, 3733, 5900
9459, 370, 3762, 5928
9460, 399, 3734, 5928
9461, 399, 3733, 6070
9462, 371, 3733, 5928
9463, 370, 3762, 5928
9464, 399, 3705, 5928
9465, 370, 3734, 5928
9466, 371, 3733, 5900
9467, 370, 3734, 5928
9468, 371, 3733, 5900
9469, 399, 3734, 5928
9470, 399, 3705, 5928
9471, 371, 3762, 5928
9472, 371, 3733, 5900
9473, 399, 3734, 5928
9474, 371, 3733, 5928
9475, 370, 3762, 5928
9476, 399, 3734, 5928
9477, 370, 3762, 5956
9478, 370, 3734, 5899
9479, 371, 3733, 5928
9480, 370, 3734, 5899
9481, 371, 3733, 5900
9482, 370, 3734, 5899
9483, 370, 3762, 5928
9484, 399, 3734, 5928
9485, 370, 3734, 5928
9486, 371, 3790, 5957
9487, 371, 3762, 5957
9488, 371, 3733, 5900
9489, 370, 3734, 5928
9490, 371, 22429, 24653
9491, 370, 3876, 6042
9492, 370, 3705, 5899
9493, 370, 3734, 5899
9494, 370, 3705, 5899
9495, 370, 3734, 5928
9496, 371, 3733, 5900
9497, 399, 3705, 5928
9498, 399, 3933, 6156
9499, 399, 3876, 6071
9500, 399, 3734, 5928
9501, 399, 3705, 5928
9502, 371, 3762, 5928
9503, 399, 3705, 5928
9504, 371, 3762, 5928
9505, 399, 3733, 5928
9506, 370, 3734, 5899
9507, 371, 3733, 5900
9508, 399, 3734, 5957
9509, 371, 3733, 5900
9510, 399, 3734, 5928
9511, 399, 3733, 5928
9512, 399, 3734, 5928
9513, 370, 3734, 5928
9514, 371, 3762, 5957
9515, 371, 3733, 5928
9516, 370, 3762, 5928
9517, 399, 3734, 5928
9518, 371, 3733, 5928
9519, 370, 3734, 5928
9520, 371, 3990, 6156
9521, 399, 3961, 6184
9522, 370, 3762, 5928
9523, 371, 3990, 6156
9524, 399, 3933, 6156
9525, 371, 3733, 5900
9526, 399, 3962, 6156
9527, 399, 3933, 6156
9528, 371, 3961, 6128
9529, 370, 3962, 6156
9530, 371, 3733, 5928
9531, 370, 3762, 5928
9532, 399, 3734, 5957
9533, 371, 3733, 5900
9534, 370, 3762, 5928
9535, 399, 3734, 5928
9536, 399, 3733, 5928
9537, 399, 3734, 5928
9538, 370, 3762, 5928
9539, 370, 3705, 5899
9540, 370, 3762, 5928
9541, 371, 3733, 5928
9542, 370, 3734, 5928
9543, 371, 3733, 5928
9544, 370, 3762, 5928
9545, 370, 3734, 5899
9546, 399, 3733, 5956
9547, 370, 3762, 5928
9548, 399, 3734, 5957
9549, 371, 3733, 5928
9550, 370, 3762, 5928
9551, 370, 3734, 5899
9552, 370, 3762, 5928
9553, 399, 3962, 6156
9554, 399, 3733, 5928
9555, 371, 3733, 5928
9556, 370, 3762, 5928
9557, 371, 3733, 5900
9558, 399, 3734, 5957
9559, 371, 3733, 5928
9560, 370, 3762, 5928
9561, 371, 3733, 5928
9562, 370, 3762, 5956
9563, 370, 3734, 5928
9564, 371, 3762, 5928
9565, 399, 3733, 5928
9566, 399, 3734, 5928
9567, 371, 3733, 5900
9568, 399, 4133, 6356
9569, 371, 3733, 5900
9570, 399, 3734, 5928
9571, 399, 3733, 5928
9572, 399, 3734, 5928
9573, 370, 3734, 5928
9574, 371, 3762, 5928
9575, 371, 3733, 5900
9576, 399, 4475, 6698
9577, 371, 3733, 5928
9578, 370, 3762, 5928
9579, 399, 3734, 5928
9580, 371, 3762, 5928
9581, 399, 3705, 5928
9582, 371, 3762, 5928
9583, 399, 3733, 5928
9584, 399, 3734, 5928
9585, 370, 3734, 5928
9586, 371, 3762, 5928
9587, 370, 3734, 5899
9588, 399, 3733, 5956
9589, 370, 3734, 5928
9590, 371, 3733, 5928
9591, 370, 3762, 5928
9592, 399, 3734, 5957
9593, 371, 3733, 5928
9594, 370, 3762, 5928
9595, 399, 3734, 5957
9596, 371, 3733, 5928
9597, 370, 3734, 5899
9598, 371, 3762, 5928
9599, 399, 3705, 5899
9600, 371, 3733, 5928
9601, 370, 3734, 5899
9602, 371, 3733, 5900
9603, 370, 3734, 5899
9604, 399, 3733, 5956
9605, 370, 3734, 5899
9606, 399, 3733, 5956
9607, 370, 3762, 5928
9608, 399, 3734, 5928
9609, 399, 3733, 5928
9610, 370, 3762, 5928
9611, 399, 3705, 5928
9612, 370, 3762, 5928
9613, 399, 3734, 5928
9614, 399, 3733, 5928
9615, 399, 3734, 5928
9616, 370, 3762, 5928
9617, 399, 3705, 5928
9618, 370, 3762, 5928
9619, 371, 3762, 5928
9620, 399, 4075, 6298
9621, 370, 3734, 5928
9622, 371, 3762, 5957
9623, 371, 3733, 5900
9624, 370, 3762, 5928
9625, 371, 3762, 5928
9626, 399, 3733, 5956
9627, 370, 3734, 5928
9628, 371, 3762, 5928
9629, 370, 3734, 5899
9630, 399, 3733, 5956
9631, 370, 3734, 5928
9632, 371, 3733, 5900
9633, 399, 3734, 5928
9634, 370, 3762, 5956
9635, 370, 3734, 5899
9636, 399, 3733, 5956
9637, 370, 3734, 5928
9638, 371, 3762, 5928
9639, 399, 3733, 5928
9640, 399, 3734, 5957
9641, 371, 3733, 5928
9642, 370, 3762, 5928
9643, 399, 3734, 5928
9644, 399, 3733, 5928
9645, 371, 3733, 5928
9646, 370, 3762, 5928
9647, 399, 3990, 6213
9648, 370, 3734, 5928
9649, 371, 3990, 6156
9650, 399, 3961, 6156
9651, 399, 3734, 5928
9652, 399, 3733, 5956
9653, 370, 3734, 5899
9654, 371, 3762, 5928
9655, 399, 3733, 5956
9656, 370, 3734, 5928
9657, 371, 3733, 5928
9658, 370, 3762, 5928
9659, 399, 3705, 5928
9660, 370, 3762, 5928
9661, 371, 3762, 5928
9662, 370, 3734, 5928
9663, 371, 3733, 5928
9664, 370, 3734, 5928
9665, 371, 3733, 5900
9666, 370, 3762, 5928
9667, 399, 3734, 5928
9668, 371, 3733, 5928
9669, 370, 3905, 6099
9670, 371, 3762, 5928
9671, 399, 3705, 5928
9672, 371, 3705, 5871
9673, 371, 3733, 5900
9674, 371, 3705, 5871
9675, 371, 3733, 5900
9676, 399, 3705, 5928
9677, 370, 3734, 5899
9678, 370, 3734, 5899
9679, 370, 3762, 5928
9680, 399, 3705, 5900
9681, 370, 3734, 5899
9682, 399, 3705, 5928
9683, 371, 3733, 5928
9684, 370, 3734, 5899
9685, 371, 3733, 5928
9686, 370, 3705, 5899
9687, 370, 3734, 5928
9688, 371, 3733, 5900
9689, 399, 3734, 5928
9690, 370, 3734, 5899
9691, 370, 3762, 5928
9692, 371, 3733, 5900
9693, 371, 3733, 5900
9694, 399, 3705, 5928
9695, 370, 3734, 5928
9696, 371, 3733, 5900
9697, 399, 3734, 5928
9698, 399, 3705, 5928
9699, 371, 3733, 5928
9700, 370, 3734, 5899
9701, 371, 3733, 5928
9702, 370, 3705, 5899
9703, 370, 3734, 5928
9704, 371, 3733, 5900
9705, 399, 3705, 5900
9706, 370, 3705, 5899
9707, 370, 3734, 5928
9708, 371, 3705, 5900
9709, 371, 3733, 5900
9710, 399, 3705, 5928
9711, 370, 3734, 5928
9712, 371, 3733, 5900
9713, 399, 3734, 5928
9714, 399, 3705, 5928
9715, 371, 3733, 5928
9716, 370, 3734, 5899
9717, 371, 3733, 5900
9718, 371, 3733, 5928
9719, 370, 3734, 5899
9720, 371, 3705, 5871
9721, 371, 3733, 5900
9722, 399, 3705, 5900
9723, 399, 3705, 5928
9724, 370, 3734, 5899
9725, 399, 3733, 5928
9726, 371, 3733, 5900
9727, 399, 3734, 5928
9728, 371, 3705, 5900
9729, 371, 3733, 5928
9730, 370, 3734, 5928
9731, 371, 3733, 5928
9732, 370, 3734, 5899
9733, 370, 3762, 5928
9734, 371, 3733, 5900
9735, 399, 3705, 5928
9736, 370, 3734, 5899
9737, 399, 3705, 5928
9738, 371, 3705, 5900
9739, 371, 3733, 5928
9740, 370, 3705, 5899
9741, 370, 3734, 5899
9742, 371, 3933, 6099
9743, 399, 3933, 6127
9744, 399, 3904, 6127
9745, 370, 3933, 6099
9746, 370, 3734, 5899
9747, 399, 3904, 6127
9748, 370, 3933, 6127
9749, 370, 3933, 6099
9750, 399, 3705, 5928
9751, 370, 3734, 5899
9752, 371, 3705, 5900
9753, 371, 3733, 5900
9754, 371, 3733, 5900
9755, 399, 3734, 5928
9756, 370, 3734, 5899
9757, 371, 3733, 5900
9758, 370, 3705, 5899
9759, 370, 3734, 5928
9760, 371, 3733, 5928
9761, 370, 3734, 5928
9762, 371, 3733, 5900
9763, 399, 3734, 5928
9764, 399, 3705, 5899
9765, 371, 3733, 5900
9766, 371, 3733, 5900
9767, 399, 3734, 5928
9768, 370, 3734, 5899
9769, 370, 3734, 5928
9770, 371, 3705, 5900
9771, 371, 3733, 5900
9772, 370, 3734, 5899
9773, 399, 3705, 5928
9774, 371, 3733, 5900
9775, 399, 3734, 5957
9776, 371, 3933, 6099
9777, 399, 3705, 5928
9778, 371, 3733, 5928
9779, 370, 3734, 5928
9780, 371, 3705, 5900
9781, 371, 3733, 5900
9782, 370, 3705, 5899
9783, 370, 3734, 5899
9784, 399, 3705, 5928
9785, 371, 3733, 5900
9786, 399, 3705, 5900
9787, 370, 3734, 5928
9788, 371, 3733, 5900
9789, 371, 3733, 5928
9790, 370, 3734, 5928
9791, 371, 3733, 5928
9792, 370, 3734, 5899
9793, 399, 3733, 5928
9794, 371, 3733, 5900
9795, 370, 3734, 5899
9796, 399, 3705, 5928
9797, 371, 3733, 5900
9798, 371, 3733, 5900
9799, 371, 3762, 5928
9800, 370, 3734, 5899
9801, 399, 3705, 5928
9802, 371, 3733, 5900
9803, 399, 3734, 5928
9804, 399, 3705, 5928
9805, 371, 3733, 5928
9806, 370, 3734, 5899
9807, 399, 3733, 5928
9808, 399, 3705, 5928
9809, 370, 3734, 5928
9810, 371, 3705, 5900
9811, 371, 3733, 5928
9812, 370, 3734, 5899
9813, 370, 3734, 5899
9814, 399, 3705, 5928
9815, 371, 3733, 5928
9816, 370, 3705, 5899
9817, 370, 3734, 5928
9818, 371, 3733, 5900
9819, 399, 5957, 8151
9820, 399, 3733, 5928
9821, 371, 3762, 5928
9822, 370, 3734, 5899
9823, 399, 3733, 5956
9824, 370, 3734, 5928
9825, 371, 3733, 5900
9826, 399, 3705, 5928
9827, 370, 3734, 5899
9828, 399, 3705, 5899
9829, 399, 3733, 5928
9830, 371, 3733, 5900
9831, 399, 3705, 5928
9832, 370, 3734, 5899
9833, 399, 3733, 5928
9834, 371, 3733, 5900
9835, 370, 3734, 5928
9836, 371, 3733, 5900
9837, 399, 3734, 5928
9838, 370, 3734, 5928
9839, 370, 3848, 6070
9840, 370, 3734, 5899
9841, 371, 3705, 5900
9842, 371, 3705, 5871
9843, 370, 3734, 5899
9844, 399, 3705, 5899
9845, 370, 3762, 5928
9846, 399, 3705, 5928
9847, 370, 3734, 5928
9848, 371, 3733, 5900
9849, 371, 3762, 5928
9850, 399, 3705, 5928
9851, 371, 3733, 5928
9852, 370, 3734, 5899
9853, 371, 3733, 5928
9854, 370, 3734, 5899
9855, 370, 3734, 5928
9856, 371, 3733, 5900
9857, 371, 3733, 5928
9858, 370, 3734, 5899
9859, 370, 3734, 5928
9860, 371, 3705, 5900
9861, 371, 3733, 5900
9862, 370, 3734, 5899
9863, 370, 3734, 5928
9864, 371, 3733, 5900
9865, 370, 3734, 5928
9866, 371, 3705, 5900
9867, 371, 3733, 5928
9868, 370, 3734, 5928
9869, 371, 3933, 6128
9870, 371, 3933, 6099
9871, 399, 3705, 5928
9872, 371, 3876, 6071
9873, 371, 3733, 5928
9874, 370, 3705, 5899
9875, 370, 3734, 5899
9876, 399, 3705, 5928
9877, 371, 3733, 5928
9878, 370, 3734, 5899
9879, 399, 3733, 5928
9880, 371, 3733, 5928
9881, 370, 3734, 5928
9882, 371, 3733, 5900
9883, 370, 3734, 5899
9884, 371, 3705, 5900
9885, 371, 3733, 5928
9886, 370, 3734, 5899
9887, 399, 3705, 5928
9888, 371, 3733, 5900
9889, 399, 3734, 5928
9890, 370, 3734, 5899
9891, 399, 3705, 5928
9892, 371, 3733, 5900
9893, 399, 3734, 5928
9894, 399, 3705, 5928
9895, 371, 3733, 5928
9896, 370, 3734, 5899
9897, 371, 3876, 6071
9898, 371, 3733, 5928
9899, 370, 3734, 5899
9900, 371, 3705, 5900
9901, 371, 3733, 5928
9902, 370, 3734, 5899
9903, 399, 3705, 5928
9904, 371, 3733, 5900
9905, 371, 3733, 5928
9906, 370, 3705, 5899
9907, 370, 3734, 5928
9908, 371, 3733, 5900
9909, 371, 3762, 5928
9910, 399, 3705, 5928
9911, 371, 4189, 6356
9912, 399, 3705, 5928
9913, 370, 3762, 5928
9914, 399, 3705, 5928
9915, 370, 3734, 5899
9916, 371, 3705, 5900
9917, 371, 3733, 5928
9918, 370, 3734, 5899
9919, 370, 3734, 5928
9920, 371, 3705, 5900
9921, 371, 3933, 6099
9922, 370, 3734, 5899
9923, 371, 3733, 5900
9924, 399, 3705, 5928
9925, 370, 3734, 5928
9926, 371, 3733, 5900
9927, 370, 3734, 5899
9928, 371, 3733, 5900
9929, 399, 3734, 5928
9930, 399, 3705, 5928
9931, 371, 3733, 5900
9932, 370, 3705, 5899
9933, 370, 3734, 5899
9934, 371, 3705, 5900
9935, 371, 3733, 5900
9936, 370, 3705, 5899
9937, 370, 3734, 5899
9938, 371, 3705, 5900
9939, 371, 3733, 5928
9940, 370, 3734, 5899
9941, 399, 3733, 5928
9942, 399, 3705, 5928
9943, 370, 3734, 5928
9944, 371, 3733, 5928
9945, 370, 3734, 5928
9946, 371, 3733, 5900
9947, 371, 3733, 5928
9948, 370, 3705, 5899
9949, 370, 3734, 5928
9950, 371, 3705, 5900
9951, 371, 3733, 5900
9952, 399, 3705, 5928
9953, 370, 3734, 5899
9954, 371, 3733, 5900
9955, 371, 3733, 5928
9956, 370, 3734, 5899
9957, 371, 3733, 5928
9958, 370, 3734, 5899
9959, 371, 3733, 5900
9960, 370, 3705, 5899
9961, 370, 3734, 5928
9962, 371, 3733, 5900
9963, 399, 3705, 5928
9964, 370, 3734, 5899
9965, 370, 3734, 5928
9966, 371, 3733, 5900
9967, 371, 3733, 5928
9968, 370, 3705, 5899
9969, 370, 3734, 5928
9970, 371, 3733, 5900
9971, 370, 3734, 5899
