trial,hw_to_kernel,kernel_to_user,total
1174, 370, 342, 741
1175, 371, 342, 741
1176, 370, 342, 741
1177, 371, 342, 741
1178, 370, 342, 741
1179, 371, 342, 741
1180, 370, 342, 769
1181, 370, 342, 741
1182, 371, 342, 741
1183, 370, 342, 741
1184, 371, 342, 741
1185, 370, 342, 741
1186, 371, 342, 770
1187, 369, 342, 768
1188, 370, 342, 741
1189, 371, 342, 741
1190, 370, 342, 741
1191, 371, 342, 741
1192, 370, 342, 741
1193, 371, 342, 741
1194, 370, 342, 769
1195, 370, 342, 769
1196, 371, 342, 741
1197, 370, 342, 741
1198, 371, 342, 741
1199, 370, 342, 741
1200, 371, 342, 741
1201, 370, 342, 769
1202, 342, 342, 741
1203, 371, 342, 741
1204, 370, 342, 741
1205, 371, 342, 741
1206, 370, 342, 741
1207, 371, 342, 741
1208, 370, 342, 741
1209, 371, 342, 770
1210, 342, 342, 741
1211, 342, 342, 741
1212, 371, 342, 741
1213, 370, 342, 741
1214, 371, 342, 770
1215, 369, 342, 768
1216, 370, 342, 741
1217, 371, 342, 741
1218, 370, 342, 741
1219, 371, 342, 741
1220, 370, 342, 741
1221, 371, 342, 770
1222, 371, 313, 741
1223, 370, 342, 741
1224, 371, 342, 741
1225, 370, 342, 741
1226, 371, 342, 741
1227, 370, 342, 741
1228, 370, 342, 741
1229, 342, 342, 741
1230, 370, 342, 741
1231, 371, 342, 741
1232, 370, 342, 741
1233, 371, 342, 741
1234, 370, 342, 769
1235, 370, 342, 740
1236, 370, 342, 741
1237, 371, 342, 770
1238, 342, 342, 741
1239, 370, 342, 741
